"","X","ID","SURVEY1w7","PARENTw7","BRT1Aw7","BRT2Aw7","BRT2Bw7","ARA2Aw7","ARA2Bw7","HOUSEw7","HAK2Aw7","HAK2Bw7","JOB1Aw7","JOB1Bw7","JOB4Aw7","JOB4Bw7","INCOMEw7","INCOME1w7","PAR2w7","PHY1Aw7","PHY1Bw7","PHY3Aw7","PSY1A06w7","PSY1A07w7","PSY1B01w7","PSY1B02w7","PSY1B03w7","PSY1B04w7","PSY1B05w7","PSY1B06w7","PSY1D01w7","PSY1D02w7","PSY1D03w7","PSY1D04w7","PSY1D05w7","PSY1E01w7","PSY1E02w7","PSY1E03w7","PSY1E04w7","PSY1E05w7","PSY1E06w7","PSY1E07w7","PSY1E08w7","PSY1E09w7","PSY1E10w7","PSY2A01w7","PSY2A02w7","PSY2A03w7","PSY2A04w7","PSY2A05w7","PSY2A06w7","PSY2A07w7","PSY2A08w7","PSY2A09w7","PSY2A10w7","PSY3B01w7","PSY3B02w7","PSY3B03w7","FAM1Aw7","FAM1Bw7","FAM1Cw7","FAM1Dw7","FAM3A04w7","FAM3B01w7","FAM3B02w7","FAM3B03w7","FAM3B04w7","abuse_sum"
"24",31,15417,"조사성공","어머니",2003,1969,1968,"서울특별시",1013,"연립 주택","대졸","고졸","일을 하고 있다","일을 하고 있다","판매종사자","판매종사자",3600,"보통(중간) 수준","만족하는 편이다",160,46,"매우 건강하다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","전혀 그렇지 않다","전혀 그렇지 않다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","전혀 그렇지 않다","전혀 그렇지 않다","그렇지 않은 편이다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","매우 그렇다","전혀 그렇지 않다","그런 편이다","그런 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그런 편이다","그런 편이다","전혀 그렇지 않다","매우 그렇다","매우 그렇다","그렇지 않은 편이다","그런 편이다","(한)조부모+부모+자녀","친아버지+친어머니","다문화 가정이 아니다","있다","매우 그렇다",3,1,1,1,6
"25",33,15419,"조사성공","어머니",2003,1968,1973,"서울특별시",1014,"연립 주택","고졸","중졸 이하","일을 하고 있다","일을 하고 있지 않다","서비스종사자",NA,6000,"보통(중간) 수준","만족하는 편이다",159,49,"건강한 편이다","전혀 그렇지 않다","매우 그렇다","그렇지 않은 편이다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","그렇지 않은 편이다","전혀 그렇지 않다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그런 편이다","그렇지 않은 편이다","전혀 그렇지 않다","그렇지 않은 편이다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","그렇지 않은 편이다","전혀 그렇지 않다","전혀 그렇지 않다","그런 편이다","전혀 그렇지 않다","그런 편이다","그런 편이다","전혀 그렇지 않다","전혀 그렇지 않다","매우 그렇다","그런 편이다","전혀 그렇지 않다","그런 편이다","매우 그렇다","그런 편이다","매우 그렇다","부모(아버지와 어머니)+자녀","친아버지+친어머니","다문화 가정이 아니다","있다","매우 그렇다",1,1,1,1,4
"26",34,15420,"조사성공","어머니",2003,1973,1977,"서울특별시",1014,"아파트","전문대 졸","대학원 졸","일을 하고 있다","일을 하고 있다","서비스종사자","서비스종사자",10000,"잘 사는 편","만족하는 편이다",155,58,"건강한 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그런 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","전혀 그렇지 않다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그런 편이다","그렇지 않은 편이다","그런 편이다","그런 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그런 편이다","그런 편이다","그렇지 않은 편이다","그런 편이다","그런 편이다","매우 그렇다","그런 편이다","(한)조부모+부모+자녀","친아버지+친어머니","다문화 가정이 아니다","없다","그런 편이다",2,1,1,1,5
"27",35,15421,"조사성공","어머니",2003,1966,1965,"서울특별시",1013,"아파트","대학원 졸","대학원 졸","일을 하고 있다","일을 하고 있지 않다","관리자",NA,18000,"매우 잘 사는 편","만족하는 편이다",165,65,"건강한 편이다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","그렇지 않은 편이다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","매우 그렇다","전혀 그렇지 않다","매우 그렇다","매우 그렇다","전혀 그렇지 않다","전혀 그렇지 않다","매우 그렇다","그런 편이다","전혀 그렇지 않다","매우 그렇다","매우 그렇다","전혀 그렇지 않다","매우 그렇다","부모(아버지와 어머니)+자녀","친아버지+친어머니","다문화 가정이 아니다","있다","매우 그렇다",3,1,2,1,7
"28",36,15422,"조사성공","어머니",2003,1968,1973,"서울특별시",1013,"단독 주택",NA,"고졸","일을 하고 있다","일을 하고 있다","관리자","전문가 및 관련종사자",3600,"보통(중간) 수준","만족하는 편이다",164,50,"건강한 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그런 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그런 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그런 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그런 편이다","그런 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그런 편이다","그렇지 않은 편이다","그렇지 않은 편이다","부모(아버지와 어머니)+자녀","친아버지+친어머니","다문화 가정이 아니다","있다","그런 편이다",3,2,2,2,9
"29",38,15425,"조사성공","어머니",2003,1970,1974,"서울특별시",1015,"아파트","대학원 졸","대학원 졸","일을 하고 있다","일을 하고 있지 않다","관리자",NA,5000,"약간 잘 사는 편","매우 만족한다",155,50,"건강한 편이다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","그렇지 않은 편이다","전혀 그렇지 않다","전혀 그렇지 않다","그렇지 않은 편이다","전혀 그렇지 않다","매우 그렇다","그렇지 않은 편이다","매우 그렇다","그런 편이다","전혀 그렇지 않다","전혀 그렇지 않다","매우 그렇다","전혀 그렇지 않다","매우 그렇다","그렇지 않은 편이다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","매우 그렇다","전혀 그렇지 않다","그런 편이다","그런 편이다","전혀 그렇지 않다","전혀 그렇지 않다","매우 그렇다","그렇지 않은 편이다","전혀 그렇지 않다","매우 그렇다","매우 그렇다","매우 그렇다","매우 그렇다","부모(아버지와 어머니)+자녀","친아버지+친어머니","다문화 가정이 아니다","있다","매우 그렇다",1,1,1,1,4
"30",40,15427,"조사성공","어머니",2003,1973,1976,"서울특별시",1013,"단독 주택","전문대 졸","전문대 졸","일을 하고 있다","일을 하고 있다","전문가 및 관련종사자","서비스종사자",9000,"보통(중간) 수준","만족하는 편이다",172,50,"건강한 편이다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","매우 그렇다","그런 편이다","그런 편이다","그런 편이다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","그런 편이다","전혀 그렇지 않다","그런 편이다","그런 편이다","전혀 그렇지 않다","전혀 그렇지 않다","그런 편이다","그런 편이다","전혀 그렇지 않다","매우 그렇다","매우 그렇다","매우 그렇다","매우 그렇다","부모(아버지와 어머니)+자녀","친아버지+친어머니","다문화 가정이 아니다","있다","전혀 그렇지 않다",1,1,1,1,4
"31",41,15428,"조사성공","어머니",2003,1965,1976,"서울특별시",1013,"아파트","대졸","대졸","일을 하고 있다","일을 하고 있다","관리자","전문가 및 관련종사자",15000,"잘 사는 편","만족하는 편이다",155,50,"매우 건강하다","매우 그렇다","그런 편이다","전혀 그렇지 않다","매우 그렇다","전혀 그렇지 않다","전혀 그렇지 않다","매우 그렇다","전혀 그렇지 않다","매우 그렇다","매우 그렇다","매우 그렇다","매우 그렇다","매우 그렇다","매우 그렇다","매우 그렇다","매우 그렇다","그런 편이다","전혀 그렇지 않다","매우 그렇다","전혀 그렇지 않다","매우 그렇다","매우 그렇다","매우 그렇다","전혀 그렇지 않다","매우 그렇다","전혀 그렇지 않다","그렇지 않은 편이다","매우 그렇다","매우 그렇다","전혀 그렇지 않다","전혀 그렇지 않다","매우 그렇다","전혀 그렇지 않다","그렇지 않은 편이다","전혀 그렇지 않다","전혀 그렇지 않다","부모(아버지와 어머니)+자녀","친아버지+친어머니","다문화 가정이 아니다","있다","매우 그렇다",1,1,1,1,4
"32",43,15502,"조사성공","어머니",2003,1967,1968,"경기도",3014,"아파트","대졸","전문대 졸","일을 하고 있다","일을 하고 있지 않다","사무종사자",NA,6000,"보통(중간) 수준","만족하는 편이다",170,68,"건강한 편이다","전혀 그렇지 않다","전혀 그렇지 않다","그런 편이다","그런 편이다","전혀 그렇지 않다","그렇지 않은 편이다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","그렇지 않은 편이다","전혀 그렇지 않다","그런 편이다","전혀 그렇지 않다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","전혀 그렇지 않다","전혀 그렇지 않다","그렇지 않은 편이다","매우 그렇다","전혀 그렇지 않다","그런 편이다","매우 그렇다","전혀 그렇지 않다","전혀 그렇지 않다","매우 그렇다","그렇지 않은 편이다","그렇지 않은 편이다","매우 그렇다","매우 그렇다","그런 편이다","그런 편이다","부모(아버지와 어머니)+자녀","친아버지+친어머니","다문화 가정이 아니다","없다","매우 그렇다",2,1,1,1,5
"33",44,15503,"조사성공","어머니",2003,1971,1975,"서울특별시",1022,"다세대(가구) 주택","대졸","전문대 졸","일을 하고 있다","일을 하고 있다","관리자","전문가 및 관련종사자",3000,"약간 잘 사는 편","만족하는 편이다",162,50,"건강한 편이다","그런 편이다","그런 편이다","그런 편이다","그런 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그런 편이다","그런 편이다","그런 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그런 편이다","그런 편이다","그런 편이다","그런 편이다","그런 편이다","그런 편이다","그런 편이다","그런 편이다","그런 편이다","그런 편이다","그런 편이다","그런 편이다","그런 편이다","그런 편이다","그런 편이다","그런 편이다","그런 편이다","그런 편이다","그런 편이다","그런 편이다","부모(아버지와 어머니)+자녀","친아버지+친어머니","다문화 가정이 아니다","있다","그런 편이다",3,3,3,3,12
"34",45,15505,"조사성공","어머니",2003,1966,1968,"서울특별시",1022,"다세대(가구) 주택","고졸","고졸","일을 하고 있다","일을 하고 있다","전문가 및 관련종사자","사무종사자",2000,"보통(중간) 수준","만족하는 편이다",158,42,"건강하지 못한 편이다","그런 편이다","그런 편이다","그런 편이다","그런 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그런 편이다","그런 편이다","그런 편이다","그런 편이다","그런 편이다","그런 편이다","그런 편이다","그런 편이다","전혀 그렇지 않다","그런 편이다","그런 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그런 편이다","그런 편이다","그런 편이다","그렇지 않은 편이다","그런 편이다","그런 편이다","그런 편이다","그렇지 않은 편이다","그런 편이다","그런 편이다","그런 편이다","그런 편이다","그런 편이다","그런 편이다","그런 편이다","부모(아버지와 어머니)+자녀","친아버지+친어머니","다문화 가정이 아니다","있다","그런 편이다",4,3,3,3,13
"35",46,15506,"조사성공","어머니",2003,1974,1975,"서울특별시",1022,"연립 주택","대졸","고졸","일을 하고 있다","일을 하고 있지 않다","서비스종사자",NA,6000,"보통(중간) 수준","만족하는 편이다",158,40,"매우 건강하다","그렇지 않은 편이다","전혀 그렇지 않다","전혀 그렇지 않다","그렇지 않은 편이다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","그렇지 않은 편이다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","전혀 그렇지 않다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그런 편이다","그렇지 않은 편이다","그런 편이다","그런 편이다","그렇지 않은 편이다","그런 편이다","그런 편이다","그런 편이다","전혀 그렇지 않다","그런 편이다","그런 편이다","그렇지 않은 편이다","그런 편이다","부모(아버지와 어머니)+자녀","친아버지+친어머니","다문화 가정이 아니다","있다","매우 그렇다",2,1,1,1,5
